,word,Ambiguity,N,Entropy,Dissimilarity,Dominance,Communities,Norms
462,brazos,0.6142694821140272,4,0.8216429274461615,0.747611233049015,0.5,"[['agarrar', 'dedos', 'dos', 'extremidades', 'largos', 'manos', 'miembros', 'piernas'], ['abrazo', 'abrazos', 'amor'], ['fuertes', 'fuerza', 'músculos'], ['cuerpo']]","[50, 31, 14, 5]"
463,consolar,0.6719368043567697,10,0.9407124001910089,0.7142850505854232,0.17708333333333334,"[['dolor', 'llanto', 'llorar', 'tristeza'], ['ayudar'], ['abrazo', 'amor', 'cariño'], ['acompañar', 'apoyar'], ['abrazar', 'contener'], ['calmar'], ['amigos', 'amistad'], ['escuchar'], ['empatía'], ['animar']]","[18, 17, 14, 14, 11, 8, 7, 4, 4, 3]"
464,abrazo,0,1,0,0,1.0,"[['afecto', 'amigo', 'amigos', 'amistad', 'amor', 'beso', 'besos', 'calidez', 'cariño', 'contención', 'cálido', 'felicidad', 'lindo', 'saludo']]",[100]
465,amigos,0,1,0,0,1.0,"[['alegría', 'amistad', 'amor', 'cariño', 'compartir', 'compañeros', 'compañía', 'confianza', 'diversión', 'familia', 'felicidad', 'fidelidad', 'fieles', 'fiesta', 'hermano', 'hermanos', 'lealtad', 'reunión', 'risas', 'sostén']]",[100]
466,beso,0,1,0,0,1.0,"[['abrazo', 'afecto', 'amor', 'boca', 'cariño', 'labios', 'lengua', 'lindo', 'pareja', 'pasión', 'saludo']]",[100]
467,besos,0.45408920267785435,3,0.5523345256031986,0.8221271378644099,0.7818181818181819,"[['abrazos', 'amor', 'caricias', 'cariño', 'hijos', 'mimos', 'pasión', 'rojo', 'ternura'], ['boca', 'labios', 'lengua'], ['dulces']]","[78, 19, 3]"
468,calidez,0.615663661620928,3,0.7665139973276723,0.8031995029018912,0.5168539325842697,"[['abrazo', 'afecto', 'agradable', 'amabilidad', 'amor', 'familia', 'hogar', 'ternura', 'tierno'], ['acogedor', 'calor', 'estufa', 'fuego', 'sol', 'tibio'], ['comodidad']]","[52, 44, 4]"
469,contención,0.2563002652888347,3,0.3237837983572335,0.791578413092975,0.9130434782608695,"[['abrazo', 'afecto', 'amigos', 'amistad', 'amor', 'apoyo', 'ayuda', 'compañía', 'cuidado', 'familia'], ['contener'], ['barrera']]","[91, 4, 4]"
470,felicidad,0,1,0,0,1.0,"[['alegría', 'amigos', 'amor', 'bienestar', 'contento', 'dicha', 'familia', 'hijos', 'paz', 'plenitud', 'sonrisa']]",[100]
471,lindo,0.16054458556824688,2,0.1914332548141934,0.8386452276751639,0.9705882352941176,"[['adjetivo', 'agradable', 'belleza', 'bello', 'bonito', 'bueno', 'divino', 'feo', 'hermoso', 'persona', 'precioso'], ['día']]","[97, 3]"
472,saludo,0.41710950909664674,3,0.49888647468492425,0.8360810129400192,0.8315789473684211,"[['adiós', 'chau', 'cordial', 'cordialidad', 'despedida', 'educación', 'hola', 'respeto'], ['mano', 'manos'], ['beso']]","[83, 13, 4]"
473,abrazos,0.1988214241794321,3,0.2482778739802906,0.8008020247314322,0.9387755102040817,"[['afecto', 'amigos', 'amistad', 'amor', 'besos', 'cariño', 'cariños', 'contención', 'familia', 'mimos', 'ternura', 'unión'], ['calor'], ['brazos']]","[94, 3, 3]"
474,cariños,0,1,0,0,1.0,"[['abrazo', 'abrazos', 'afecto', 'afectos', 'amor', 'amores', 'besos', 'caricias', 'familia', 'felicidad', 'hijos', 'mimos', 'saludo', 'saludos', 'sentimientos']]",[100]
475,mimos,0.1930981776146655,2,0.25186284771956513,0.7666798790017226,0.9578947368421052,"[['abrazo', 'afecto', 'amor', 'besos', 'caricia', 'caricias', 'cariño', 'cariños'], ['manos']]","[96, 4]"
476,ternura,0.5459564583815288,7,0.7035916488909857,0.7759564219417266,0.5625,"[['abrazo', 'afecto', 'amor', 'cariño', 'mimos'], ['bebé', 'niño'], ['dulce', 'dulzura', 'tierno'], ['suave'], ['madre'], ['blando'], ['lindo']]","[56, 14, 14, 5, 4, 3, 3]"
477,unión,0,1,0,0,1.0,"[['amigos', 'amistad', 'amor', 'asociación', 'barrio', 'conjunción', 'conjunto', 'enlace', 'familia', 'fraternidad', 'fuerza', 'fusión', 'juntar', 'juntos', 'lazo', 'matrimonio', 'pareja']]",[100]
478,abre,0.2989463730764895,2,0.3999380474390277,0.747481703705785,0.9206349206349206,"[['abrir', 'cierra', 'puerta', 'sale', 'ventana'], ['latas']]","[92, 8]"
479,latas,0.7489601900542994,5,0.9744072988253105,0.7686315475645582,0.28888888888888886,"[['arvejas', 'atún'], ['metal'], ['envase', 'recipiente'], ['comida'], ['cerveza', 'refresco']]","[29, 24, 18, 16, 13]"
480,abrelatas,0.47745500117900763,3,0.732384378800813,0.6519186031258339,0.7090909090909091,"[['arvejas', 'atún', 'choclo', 'lata', 'latas', 'tomate'], ['metal'], ['comida']]","[71, 15, 15]"
481,arvejas,0.4896691189458961,3,0.9217104657209051,0.5312613202920584,0.4639175257731959,"[['ensalada', 'rusa', 'verde', 'verdes', 'verdura'], ['granos', 'guiso', 'lata', 'latas', 'legumbre', 'legumbres', 'lentejas'], ['alimento', 'comida']]","[46, 38, 15]"
482,atún,0.5832678041837339,2,0.7382848661434506,0.7900308281145283,0.7916666666666666,"[['lata', 'mar', 'pesca', 'pescado', 'pez'], ['alimento', 'arroz', 'comida', 'rico', 'tarta']]","[79, 21]"
483,choclo,0.48391716439159516,7,0.6920237771757057,0.6992782334251038,0.6067415730337079,"[['grano', 'granos', 'maíz'], ['comida'], ['ensalada', 'verdura'], ['guiso', 'puchero'], ['planta', 'vegetal'], ['campo'], ['pop']]","[61, 9, 9, 8, 7, 3, 3]"
484,lata,0.7489998302546087,4,0.8728884904087755,0.8580704620172624,0.5164835164835165,"[['abrelatas', 'aluminio', 'arvejas', 'atún', 'metal', 'plata'], ['bebida', 'cerveza', 'coca', 'refresco'], ['basura', 'contenedor', 'envase', 'reciclaje'], ['comida', 'tomate']]","[52, 20, 18, 11]"
485,metal,0.3786709140370764,4,0.43757404251581483,0.8653870596617724,0.84,"[['acero', 'aleación', 'brillo', 'dureza', 'duro', 'frío', 'fuerte', 'gris', 'hierro', 'oro', 'pesado', 'plata', 'plateado'], ['música', 'rock'], ['elemento', 'material'], ['cuchillo']]","[84, 7, 6, 3]"
486,tomate,0.5340196787435753,4,0.6710024794970328,0.7958535103236332,0.632,"[['ensalada', 'fresco', 'fruta', 'fruto', 'lechuga', 'salsa', 'verdura'], ['rojo'], ['rico'], ['redondo']]","[63, 27, 6, 3]"
487,abrigado,0.3116991320247533,3,0.3729858841597231,0.8356861352191948,0.8932038834951457,"[['buzo', 'calentito', 'caliente', 'calor', 'campera', 'cálido', 'frío', 'invierno', 'lana', 'ropa', 'saco', 'tapado'], ['protegido'], ['confort']]","[89, 7, 4]"
488,buzo,0.7969629615320097,2,0.9629004147713269,0.8276691434609833,0.6129032258064516,"[['abrigado', 'abrigo', 'frío', 'invierno', 'lana', 'remera', 'ropa', 'suéter'], ['agua', 'azul', 'mar', 'nadar', 'océano', 'peces', 'profundidad']]","[61, 39]"
489,calentito,0.55641483703811,3,0.6924135235799751,0.8035874778431346,0.7065217391304348,"[['abrigado', 'café', 'caliente', 'calor', 'cálido', 'estufa', 'frazada', 'hogar', 'invierno', 'tibio', 'té'], ['agradable', 'cama', 'placentero'], ['rico', 'sándwich']]","[71, 23, 7]"
490,campera,0,1,0,0,1.0,"[['abrigo', 'capucha', 'frío', 'invierno', 'prenda', 'ropa', 'saco']]",[100]
491,frío,0,1,0,0,1.0,"[['abrigo', 'blanco', 'calor', 'estufa', 'heladera', 'helado', 'hielo', 'invierno', 'lluvia', 'nieve', 'polar', 'temperatura', 'viento']]",[100]
492,invierno,0.13803297410873197,2,0.2149782003277104,0.6420789359028778,0.9658119658119658,"[['abrigo', 'estación', 'estufa', 'frío', 'hogar', 'lluvia', 'nieve', 'otoño', 'verano'], ['gris']]","[97, 3]"
493,lana,0,1,0,0,1.0,"[['abrigo', 'abuela', 'agujas', 'bufanda', 'buzo', 'calor', 'hilo', 'invierno', 'madeja', 'oveja', 'ovillo', 'ropa', 'suéter', 'tejer', 'tejido']]",[100]
494,protegido,0.4526800963636796,3,0.5202700191239618,0.8700868389954681,0.8245614035087719,"[['cuidado', 'escudo', 'seguridad', 'seguro'], ['mimado', 'querido'], ['cubierto']]","[82, 12, 5]"
495,ropa,0.2296677738026168,3,0.26727479929377157,0.8592945328533592,0.9325842696629213,"[['abrigo', 'buzo', 'camisa', 'frío', 'lana', 'moda', 'pantalón', 'prenda', 'remera', 'ropero', 'vestido', 'vestimenta', 'vestir'], ['shopping'], ['linda']]","[93, 3, 3]"
496,saco,0.4695795873465912,2,0.5472469471683306,0.8580762118023306,0.8736842105263158,"[['abrigo', 'buzo', 'chaleco', 'frío', 'invierno', 'lana', 'pongo', 'prenda', 'ropa', 'traje', 'vestimenta'], ['bolsa']]","[87, 13]"
497,tapado,0.5504916818793628,4,0.6184578379254145,0.8901038164961402,0.7083333333333334,"[['abrigado', 'abrigo', 'cubierto', 'frío', 'invierno', 'saco'], ['escondido', 'oculto'], ['piel'], ['tapa']]","[71, 19, 7, 3]"
498,abrigar,0.6599748265385998,3,0.8784393582552037,0.7513037984198158,0.5675675675675675,"[['abrigo', 'buzo', 'calentar', 'calor', 'campera', 'frío', 'invierno', 'lana', 'manta', 'ropa'], ['arropar', 'cobijar', 'cubrir', 'tapar'], ['amor', 'cuidar', 'hogar', 'madre', 'proteger']]","[57, 28, 15]"
499,abrigo,0,1,0,0,1.0,"[['bufanda', 'buzo', 'caliente', 'calor', 'campera', 'frío', 'invierno', 'lana', 'lluvia', 'ropa', 'saco', 'tapado']]",[100]
500,arropar,0.6902010876479479,4,0.7841838539197694,0.8801521278434317,0.43010752688172044,"[['abrazar', 'amor', 'bebé', 'cariño', 'cuidar', 'madre', 'mimar'], ['abrigar', 'cubrir', 'frazada', 'tapar'], ['cama', 'dormir'], ['ropa']]","[43, 43, 10, 4]"
501,cobijar,0.5946228985714903,3,0.8985797573122604,0.6617363608880589,0.49038461538461536,"[['abrigar', 'arropar', 'cubrir', 'tapar'], ['abrazar', 'abrazo', 'acoger', 'apapachar', 'cuidar', 'proteger'], ['abrigo', 'calor', 'manta']]","[49, 38, 13]"
502,madre,0.30447536507080053,2,0.4725472219330293,0.644327912510618,0.898876404494382,"[['amor', 'cariño', 'cuidado', 'familia', 'hija', 'hijo', 'mamá', 'padre', 'protección'], ['mujer', 'señora']]","[90, 10]"
503,manta,0.19413919970642904,3,0.22089092184033454,0.8788917085816578,0.9473684210526315,"[['abrigo', 'acolchado', 'calor', 'cama', 'cobertor', 'cobija', 'colcha', 'frazada', 'frío', 'lana', 'noche', 'sabana'], ['suave'], ['asado']]","[95, 3, 3]"
504,proteger,0,1,0,0,1.0,"[['ayudar', 'cuidar', 'defender', 'resguardar']]",[100]
505,tapar,0.6194538982315931,2,0.9297432191769046,0.6662634213992886,0.6547619047619048,"[['cerrar', 'cubrir', 'esconder', 'ocultar', 'sellar'], ['botella', 'frasco', 'olla', 'tapa', 'tupper']]","[65, 35]"
506,bufanda,0.34304451155591265,2,0.487021283159773,0.7043727315780837,0.8942307692307693,"[['abrigo', 'frío', 'guantes', 'invierno', 'lana', 'ropa'], ['cuello']]","[89, 11]"
507,lluvia,0.2854952152799594,3,0.35100068041526333,0.8133751049775588,0.9010989010989011,"[['agua', 'cielo', 'fresco', 'gotas', 'gris', 'humedad', 'nubes', 'paraguas', 'tiempo', 'tormenta', 'viento'], ['naturaleza', 'vida'], ['ruido']]","[90, 7, 3]"
508,abrigos,0,1,0,0,1.0,"[['buzo', 'calientes', 'calor', 'campera', 'cálido', 'frío', 'invierno', 'lana', 'ropa', 'suéter', 'tapado']]",[100]
509,calientes,0.579101258224898,3,0.7347489348597118,0.7881620928589271,0.6530612244897959,"[['agua', 'calor', 'estufa', 'fríos', 'fuego', 'quema', 'temperatura', 'verano'], ['comida', 'empanadas'], ['café']]","[65, 29, 6]"
510,suéter,0,1,0,0,1.0,"[['abrigo', 'buzo', 'calor', 'frío', 'invierno', 'lana', 'ropa', 'saco']]",[100]
511,abril,0.36680520877057154,2,0.40217919020227283,0.9120442273159131,0.92,"[['año', 'calendario', 'frío', 'hojas', 'junio', 'mayo', 'mes', 'otoño'], ['nombre']]","[92, 8]"
512,calendario,0.25655074320158344,2,0.30337483608641397,0.8456559763200233,0.9459459459459459,"[['agenda', 'almanaque', 'año', 'años', 'día', 'días', 'fecha', 'fechas', 'mes', 'meses', 'rutina', 'tiempo'], ['organización', 'organizar']]","[95, 5]"
513,cumpleaños,0.19141388246505628,2,0.23519338181924143,0.8138574350368752,0.9615384615384616,"[['alegría', 'amigos', 'aniversario', 'familia', 'fecha', 'felicidad', 'feliz', 'festejo', 'fiesta', 'globos', 'nacimiento', 'regalo', 'regalos', 'torta', 'vela', 'velas', 'velitas', 'vida'], ['edad']]","[96, 4]"
514,hojas,0.731035111242795,2,0.9437935996617024,0.7745709565151009,0.6386554621848739,"[['blancas', 'otoño', 'secas', 'verde', 'viento', 'árbol', 'árboles'], ['cuaderno', 'escribir', 'libro', 'papel']]","[64, 36]"
515,junio,0.5463658394725796,4,0.6056903322089336,0.9020547471510739,0.6260162601626016,"[['agosto', 'aguinaldo', 'año', 'calendario', 'cumpleaños', 'julio', 'mes'], ['frío', 'invierno', 'otoño'], ['diosa'], ['bandera']]","[63, 33, 2, 2]"
516,mayo,0.4010152772815045,4,0.43692901953807783,0.9178041726444689,0.8367346938775511,"[['abril', 'año', 'cinco', 'cumpleaños', 'frío', 'junio', 'mes', 'otoño'], ['mayonesa', 'mostaza', 'zapallo'], ['revolución'], ['patria']]","[84, 9, 4, 3]"
517,mes,0.3899725716496938,8,0.776118013695975,0.5024655590618154,0.46017699115044247,"[['año', 'día'], ['días', 'semana', 'semanas'], ['tiempo'], ['enero'], ['período'], ['calendario'], ['mayo'], ['trabajo']]","[46, 17, 16, 5, 5, 4, 4, 3]"
518,nombre,0,1,0,0,1.0,"[['apellido', 'etiqueta', 'identidad', 'identificación', 'identificar', 'mío', 'persona', 'propio', 'reconocimiento', 'sustantivo']]",[100]
519,turismo,0.2833756848098216,3,0.3265621341773237,0.8677542652754351,0.9111111111111111,"[['alegría', 'felicidad', 'interno', 'pasear', 'paseo', 'playa', 'vacaciones', 'viajar', 'viaje', 'viajes'], ['conocer'], ['economía']]","[91, 6, 3]"
520,caminos,0.3340629646248437,2,0.39662777277837885,0.842258126012537,0.9215686274509803,"[['calles', 'carreteras', 'destinos', 'ruta', 'rutas', 'sendero', 'viaje', 'viajes', 'vías'], ['opciones']]","[92, 8]"
521,cerrar,0.2879592016235348,3,0.33380170247922086,0.8626654672064179,0.9090909090909091,"[['abrir', 'llave', 'obstruir', 'puerta', 'tapar', 'trabar'], ['terminar'], ['dejar']]","[91, 5, 4]"
522,abrirse,0.6377331376399119,4,0.834741275174765,0.763988982701728,0.4883720930232558,"[['abrir', 'mostrarse', 'puerta', 'ventana'], ['confianza', 'confiar', 'sentimiento', 'sentimientos'], ['entregarse'], ['hablar']]","[49, 33, 9, 9]"
523,confiar,0.2951434212348517,2,0.3335220039309766,0.8849293832377325,0.9384615384615385,"[['amar', 'amigo', 'amistad', 'amor', 'confianza', 'creer', 'familia', 'fe', 'seguridad'], ['entregar']]","[94, 6]"
524,entregarse,0.6073281846541403,4,0.956281614973563,0.6350934443834626,0.3783783783783784,"[['amar', 'amor', 'confianza', 'confiar', 'pareja'], ['darse'], ['dejarse', 'rendirse'], ['dar', 'generosidad']]","[38, 28, 18, 16]"
525,mostrarse,0.6061837255811857,3,0.6530377084086091,0.9282522552310156,0.76,"[['exhibir', 'lucirse', 'ver', 'verse'], ['salir'], ['ego']]","[76, 12, 12]"
526,sentimientos,0,1,0,0,1.0,"[['alegría', 'amor', 'corazón', 'emociones', 'felicidad', 'odio', 'profundos', 'sensaciones', 'sentir', 'tristeza']]",[100]
527,abrumado,0.6812661297182696,3,0.8798060948065144,0.7743366791157461,0.532258064516129,"[['agobiado', 'agotado', 'cansado', 'estresado', 'estrés'], ['apesadumbrado', 'preocupado', 'triste'], ['aturdido', 'confundido']]","[53, 34, 13]"
528,agobiado,0.29833548459133097,3,0.3527019851835277,0.8458571176912791,0.9021739130434783,"[['agotado', 'aturdido', 'cansado', 'cansancio', 'deprimido', 'estresado', 'estrés', 'exhausto', 'preocupado', 'trabajo'], ['calor'], ['superado']]","[90, 5, 4]"
529,apesadumbrado,0.6668099076963248,3,0.872799088962473,0.763990150916616,0.5777777777777777,"[['dolor', 'melancólico', 'triste'], ['pesado', 'pesadumbre', 'pesar'], ['cansado']]","[58, 27, 16]"
530,estresado,0.555774601714703,2,0.6454495903301853,0.8610658524554826,0.8352941176470589,"[['agobiado', 'agotado', 'cansado', 'cansancio', 'saturado', 'sobrepasado', 'trabajo'], ['alterado', 'nervioso']]","[84, 16]"
531,estrés,0.44670709131987607,2,0.5869185834047994,0.7611057205387224,0.8589743589743589,"[['agotamiento', 'ansiedad', 'cansancio', 'contractura', 'enfermedad', 'malestar', 'nervios', 'preocupación', 'presión'], ['trabajo']]","[86, 14]"
532,preocupado,0.6416011770471786,3,0.7370107146741446,0.8705452502557584,0.7012987012987013,"[['afligido', 'angustia', 'angustiado', 'ansiedad', 'ansioso', 'estresado', 'estrés', 'inquieto', 'nervioso', 'pensativo', 'triste'], ['problema', 'problemas'], ['ocupado', 'trabajo']]","[70, 18, 12]"
533,bruma,0,1,0,0,1.0,"[['frío', 'mar', 'mañana', 'neblina', 'niebla', 'nublado', 'visión']]",[100]
534,cansador,0.27430363210947617,2,0.3912435636292556,0.7011070790915495,0.9230769230769231,"[['aburrido', 'agobiante', 'agotado', 'agotador', 'cansancio', 'estresante', 'estrés', 'trabajo'], ['pesado']]","[92, 8]"
535,cansancio,0,1,0,0,1.0,"[['agotamiento', 'cama', 'debilidad', 'descansar', 'descanso', 'dormir', 'estrés', 'fatiga', 'siesta', 'sueño', 'trabajo']]",[100]
536,insoportable,0.30126878464437856,2,0.32275695889739825,0.9334230489516708,0.9411764705882353,"[['detestable', 'imbancable', 'inaguantable', 'insostenible', 'insufrible', 'intolerable', 'molesto', 'odioso', 'pesado'], ['niño']]","[94, 6]"
537,abrupto,0.6220103090551585,3,0.7076356286765821,0.878998009495989,0.6666666666666666,"[['de golpe', 'de repente', 'inesperado', 'repentino', 'rápido', 'sorpresivo'], ['brusco', 'bruto', 'golpe'], ['corte']]","[67, 28, 5]"
538,brusco,0.6530352731876484,3,0.9042661172567847,0.7221715607002068,0.5081967213114754,"[['bruto', 'grosero', 'rudo', 'torpe'], ['agresivo', 'busco', 'golpe', 'violento'], ['fuerte']]","[51, 34, 15]"
539,corte,0.32308890733900614,4,0.3665804305215756,0.881358851805894,0.8765432098765432,"[['confección', 'cuchillo', 'herida', 'lastimadura', 'pelo', 'sangre', 'tajo', 'tela', 'tijera'], ['fin'], ['juzgado'], ['quebrada']]","[88, 5, 4, 4]"
540,de golpe,0.2712860310960934,2,0.30540057087920036,0.8882957563409375,0.9454545454545454,"[['de repente', 'inesperado', 'repentino', 'rápido', 'sorpresa'], ['fuerte']]","[95, 5]"
541,de repente,0.681684412080194,3,0.7788813907161498,0.8752095251029337,0.5,"[['de golpe', 'inesperado', 'repentino', 'sorpresa', 'sorpresivo'], ['ahora', 'rápidamente', 'rápido', 'ya'], ['golpe']]","[50, 45, 5]"
542,golpe,0.5215241158397911,4,0.5985639925614337,0.871292163111974,0.7340425531914894,"[['accidente', 'boxeo', 'caída', 'dictadura', 'dolor', 'enojo', 'moretón', 'piña', 'puño', 'trompada', 'violencia'], ['duro', 'fuerte', 'fuerza'], ['ruido'], ['suerte']]","[73, 16, 6, 4]"
543,inesperado,0.31301158565285203,3,0.3634409978497151,0.8612445692829735,0.8983050847457628,"[['imprevisto', 'nuevo', 'sorprendente', 'sorprendido', 'sorpresa', 'sorpresivo', 'susto'], ['alegría'], ['suceso']]","[90, 5, 5]"
544,repentino,0.7282605288225193,2,0.9767760065324899,0.7455757757685009,0.5894736842105263,"[['abrupto', 'de golpe', 'de repente', 'inesperado', 'sorpresa', 'sorpresivo', 'susto'], ['espontáneo', 'fugaz', 'rápido', 'veloz', 'ya']]","[59, 41]"
545,rápido,0.14024689492325018,2,0.22536363912739496,0.6223137657267352,0.9636363636363636,"[['ahora', 'apurado', 'auto', 'correr', 'fugaz', 'furioso', 'lento', 'ligero', 'velocidad', 'veloz', 'ya', 'ágil'], ['tiempo']]","[96, 4]"
546,sorpresivo,0.12443232222815849,2,0.2936763098513696,0.42370568566165256,0.9482758620689655,"[['asombro', 'de repente', 'imprevisto', 'inesperado', 'repentino', 'sorprendente', 'sorpresa', 'susto'], ['espontáneo']]","[95, 5]"
547,absoluta,0,1,0,0,1.0,"[['completa', 'entera', 'toda', 'todo', 'total']]",[100]
548,entera,0.5228755061586969,4,0.5862590676227568,0.891884723043899,0.7380952380952381,"[['completa', 'completo', 'llena', 'toda', 'todo', 'total'], ['leche'], ['partida'], ['torta']]","[74, 17, 5, 5]"
549,toda,0.2132329000692458,3,0.2695858379210576,0.7909647691941684,0.9318181818181818,"[['absoluta', 'completa', 'entera', 'grande', 'llena', 'lleno', 'mucha', 'mucho', 'nada', 'todo', 'total', 'totalidad'], ['vida'], ['todos']]","[93, 3, 3]"
550,total,0.7365755360747915,3,0.8915259168193216,0.8261964371183473,0.5050505050505051,"[['absoluto', 'completo', 'global', 'lleno', 'todo'], ['cantidad', 'cuenta', 'suma', 'sumatoria', 'todos'], ['final', 'resultado']]","[51, 36, 13]"
551,única,0.42016176271706474,3,0.473643417514693,0.8870845601987719,0.8441558441558441,"[['diferente', 'especial', 'exclusiva', 'inigualable', 'irrepetible', 'original', 'sola', 'uno', 'único'], ['ella', 'mujer', 'persona'], ['túnica']]","[84, 12, 4]"
552,absoluto,0.41226406304170654,2,0.4488644887230294,0.918459965978937,0.90625,"[['completo', 'todo', 'total'], ['único']]","[91, 9]"
553,completo,0.6389973858462652,2,0.8112781244591327,0.7876428151840966,0.75,"[['entero', 'incompleto', 'lleno', 'pleno', 'satisfecho', 'todo', 'total', 'vacío'], ['finalizado', 'listo', 'terminado']]","[75, 25]"
554,poder,0.5268530486134347,4,0.6157037525174444,0.8556924437430772,0.7419354838709677,"[['ambición', 'autoridad', 'control', 'dinero', 'fuerza', 'gobierno', 'judicial', 'política', 'riqueza'], ['hacer'], ['querer'], ['capacidad']]","[74, 10, 8, 8]"
555,valor,0.20948622608615625,2,0.27376916868294177,0.7651929071997401,0.9529411764705882,"[['arrojo', 'coraje', 'costo', 'dinero', 'fuerza', 'plata', 'precio', 'valentía', 'valiente'], ['importancia']]","[95, 5]"
556,absorber,0.5909955684002677,4,0.7435554739569101,0.794823774553392,0.48214285714285715,"[['agua', 'beber', 'líquido', 'tomar'], ['chupar'], ['aprender'], ['aspirar']]","[48, 41, 5, 5]"
557,agua,0.5958859225402419,11,0.8202368568739042,0.7264803057147284,0.35,"[['cristalina', 'fresca', 'lluvia', 'líquido', 'potable', 'río', 'sed', 'vaso'], ['vida'], ['azul', 'mar'], ['beber', 'tomar'], ['transparente'], ['clara'], ['pura'], ['fría'], ['rica'], ['pureza'], ['transparencia']]","[35, 18, 16, 7, 5, 5, 4, 3, 2, 2, 2]"
558,chupar,0.47040388178342935,3,0.7019558150992015,0.6701331788482315,0.72,"[['absorber', 'lamer', 'mamar', 'mate', 'succionar'], ['beber', 'tomar'], ['chupetín', 'helado']]","[72, 19, 9]"
559,esponja,0.4497526359595433,4,0.5232875279986233,0.8594751678483087,0.7831325301204819,"[['baño', 'cocina', 'detergente', 'ducha', 'espuma', 'jabón', 'lavar', 'limpiar', 'limpieza', 'platos'], ['agua', 'mar'], ['amarillo'], ['suave']]","[78, 13, 5, 4]"
560,líquido,0.0986367478397021,2,0.18580307907230328,0.5308671327309848,0.9716981132075472,"[['agua', 'bebida', 'estado', 'fluido', 'frío', 'gaseoso', 'mar', 'mojado', 'sed', 'sólido', 'vaso'], ['sustancia']]","[97, 3]"
561,tóxico,0.21090310948339117,2,0.2525307715161392,0.8351580610045077,0.9577464788732394,"[['contaminante', 'dañino', 'humo', 'malo', 'nocivo', 'peligro', 'veneno', 'venenoso'], ['persona']]","[96, 4]"
562,algodón,0.5725669803376715,3,0.8858931682915014,0.6463160579981687,0.48,"[['azúcar', 'suave', 'suavidad'], ['blanco', 'blancura'], ['remera', 'tela']]","[48, 40, 12]"
563,aprender,0.25555693895854487,3,0.299628706388825,0.852912065864982,0.9213483146067416,"[['conocer', 'conocimiento', 'educar', 'enseñar', 'entender', 'escuela', 'estudiar', 'leer', 'maestro', 'profesor', 'saber'], ['vida'], ['crecer']]","[92, 4, 3]"
564,beber,0.261409410047653,2,0.3912435636292556,0.6681500588093148,0.9230769230769231,"[['agua', 'alcohol', 'bebida', 'cerveza', 'líquido', 'líquidos', 'sed', 'tomar', 'vaso', 'vino'], ['ingerir', 'tragar']]","[92, 8]"
565,anonadado,0,1,0,0,1.0,"[['asombrado', 'desorientado', 'estupefacto', 'impactado', 'pasmado', 'perdido', 'sorprendido']]",[100]
566,asombrado,0.27191771619687255,2,0.28639695711595625,0.9494434540614851,0.95,"[['anonadado', 'estupefacto', 'impactado', 'maravillado', 'perplejo', 'sorprendido', 'sorpresa'], ['ojos']]","[95, 5]"
567,atónito,0.4261721818228297,3,0.5822807714318178,0.7319015202492091,0.7833333333333333,"[['anonadado', 'asombrado', 'estupefacto', 'perplejo', 'sorprendido'], ['asombro', 'sorpresa'], ['helado']]","[78, 17, 5]"
568,concentrado,0.7428142045778761,6,0.8795832614458381,0.8445069809046339,0.4,"[['atento', 'enfocado', 'ensimismado'], ['estudiar', 'estudio'], ['pensar'], ['jugo'], ['inteligente'], ['centrado']]","[40, 22, 14, 10, 8, 6]"
569,ensimismado,0.8457795469318986,5,0.9442229721085849,0.8957413364378882,0.36363636363636365,"[['concentrado', 'pensativo'], ['introvertido'], ['entusiasmado'], ['junto'], ['encerrado']]","[36, 23, 14, 14, 14]"
570,increíble,0,1,0,0,1.0,"[['alucinante', 'asombroso', 'espectacular', 'fabuloso', 'fantástico', 'genial', 'impresionante', 'inverosímil', 'magnífico', 'maravilloso', 'sorprendente', 'sorpresa']]",[100]
571,pensativo,0.4720875760738625,5,0.5634203187478943,0.8378959018073695,0.75,"[['cerebro', 'ensimismado', 'estatua', 'idea', 'inteligente', 'mente', 'pensante', 'pensar', 'reflexivo', 'reflexión'], ['triste'], ['tranquilo'], ['preocupado'], ['dubitativo']]","[75, 8, 6, 6, 6]"
572,sorprendido,0,1,0,0,1.0,"[['anonadado', 'asombrado', 'asustado', 'inesperado', 'miedo', 'noticia', 'regalo', 'sorpresa', 'susto']]",[100]
573,arte,0.3464747887753141,3,0.4220370038938175,0.820958317822021,0.8648648648648649,"[['color', 'colores', 'creación', 'cuadro', 'cultura', 'expresión', 'libertad', 'museo', 'música', 'pintura'], ['amor', 'sentimiento', 'vida'], ['literatura']]","[86, 11, 3]"
574,distracción,0.7900438390474611,3,0.9223172148184832,0.856585810558622,0.47368421052631576,"[['atención', 'concentración'], ['diversión', 'juegos'], ['celular']]","[47, 37, 16]"
575,ido,0.5163717581427316,2,0.6226343162547098,0.8293339198662031,0.8448275862068966,"[['ausente', 'desatento', 'distraído', 'fue', 'lelo', 'pasado', 'perdido', 'volado'], ['loco']]","[84, 16]"
576,pensamiento,0.29638785993324385,2,0.37123232664087563,0.7983891451887617,0.9285714285714286,"[['abstracto', 'cerebro', 'crítico', 'idea', 'ideas', 'imaginación', 'mente', 'pensar'], ['profundo']]","[93, 7]"
